product_id,product_name,price,image_url,last_updated
1001,Product 1001,15.22,product_1001_v1.jpg,2025-07-01
1002,Product 1002,152.23,product_1002_v1.jpg,2025-07-01
1003,Product 1003,450.35,product_1003_v1.jpg,2025-07-01
1004,Product 1004,91.93,product_1004_v1.jpg,2025-07-01
1005,Product 1005,369.66,product_1005_v1.jpg,2025-07-01
1006,Product 1006,57.06,product_1006_v1.jpg,2025-07-01
1007,Product 1007,165.38,product_1007_v1.jpg,2025-07-01
1008,Product 1008,484.31,product_1008_v1.jpg,2025-07-01
1009,Product 1009,497.65,product_1009_v1.jpg,2025-07-01
1010,Product 1010,38.06,product_1010_v1.jpg,2025-07-01
1011,Product 1011,17.44,product_1011_v1.jpg,2025-07-01
1012,Product 1012,159.97,product_1012_v1.jpg,2025-07-01
1013,Product 1013,88.49,product_1013_v1.jpg,2025-07-01
1014,Product 1014,152.28,product_1014_v1.jpg,2025-07-01
1015,Product 1015,119.89,product_1015_v1.jpg,2025-07-01
1016,Product 1016,414.5,product_1016_v1.jpg,2025-07-01
1017,Product 1017,427.68,product_1017_v1.jpg,2025-07-01
1018,Product 1018,291.74,product_1018_v1.jpg,2025-07-01
1019,Product 1019,15.53,product_1019_v1.jpg,2025-07-01
1020,Product 1020,221.72,product_1020_v1.jpg,2025-07-01
1021,Product 1021,341.78,product_1021_v1.jpg,2025-07-01
1022,Product 1022,148.49,product_1022_v1.jpg,2025-07-01
1023,Product 1023,456.72,product_1023_v1.jpg,2025-07-01
1024,Product 1024,28.81,product_1024_v1.jpg,2025-07-01
1025,Product 1025,125.44,product_1025_v1.jpg,2025-07-01
1026,Product 1026,148.9,product_1026_v1.jpg,2025-07-01
1027,Product 1027,420.68,product_1027_v1.jpg,2025-07-01
1028,Product 1028,233.87,product_1028_v1.jpg,2025-07-01
1029,Product 1029,274.36,product_1029_v1.jpg,2025-07-01
1030,Product 1030,347.52,product_1030_v1.jpg,2025-07-01
1031,Product 1031,100.85,product_1031_v1.jpg,2025-07-01
1032,Product 1032,41.79,product_1032_v1.jpg,2025-07-01
1033,Product 1033,19.58,product_1033_v1.jpg,2025-07-01
1034,Product 1034,325.26,product_1034_v1.jpg,2025-07-01
1035,Product 1035,195.3,product_1035_v1.jpg,2025-07-01
1036,Product 1036,184.89,product_1036_v1.jpg,2025-07-01
1037,Product 1037,74.7,product_1037_v1.jpg,2025-07-01
1038,Product 1038,435.52,product_1038_v1.jpg,2025-07-01
1039,Product 1039,278.44,product_1039_v1.jpg,2025-07-01
1040,Product 1040,152.75,product_1040_v1.jpg,2025-07-01
1041,Product 1041,97.33,product_1041_v1.jpg,2025-07-01
1042,Product 1042,473.7,product_1042_v1.jpg,2025-07-01
1043,Product 1043,36.85,product_1043_v1.jpg,2025-07-01
1044,Product 1044,87.62,product_1044_v1.jpg,2025-07-01
1045,Product 1045,295.92,product_1045_v1.jpg,2025-07-01
1046,Product 1046,180.28,product_1046_v1.jpg,2025-07-01
1047,Product 1047,166.0,product_1047_v1.jpg,2025-07-01
1048,Product 1048,342.8,product_1048_v1.jpg,2025-07-01
1049,Product 1049,217.22,product_1049_v1.jpg,2025-07-01
1050,Product 1050,151.87,product_1050_v1.jpg,2025-07-01
1051,Product 1051,88.13,product_1051_v1.jpg,2025-07-01
1052,Product 1052,306.29,product_1052_v1.jpg,2025-07-01
1053,Product 1053,214.39,product_1053_v1.jpg,2025-07-01
1054,Product 1054,200.73,product_1054_v1.jpg,2025-07-01
1055,Product 1055,286.31,product_1055_v1.jpg,2025-07-01
1056,Product 1056,49.6,product_1056_v1.jpg,2025-07-01
1057,Product 1057,348.57,product_1057_v1.jpg,2025-07-01
1058,Product 1058,242.91,product_1058_v1.jpg,2025-07-01
1059,Product 1059,274.97,product_1059_v1.jpg,2025-07-01
1060,Product 1060,411.11,product_1060_v1.jpg,2025-07-01
1061,Product 1061,415.08,product_1061_v1.jpg,2025-07-01
1062,Product 1062,154.03,product_1062_v1.jpg,2025-07-01
1063,Product 1063,433.45,product_1063_v1.jpg,2025-07-01
1064,Product 1064,231.55,product_1064_v1.jpg,2025-07-01
1065,Product 1065,412.75,product_1065_v1.jpg,2025-07-01
1066,Product 1066,484.14,product_1066_v1.jpg,2025-07-01
1067,Product 1067,320.56,product_1067_v1.jpg,2025-07-01
1068,Product 1068,54.36,product_1068_v1.jpg,2025-07-01
1069,Product 1069,200.03,product_1069_v1.jpg,2025-07-01
1070,Product 1070,394.39,product_1070_v1.jpg,2025-07-01
1071,Product 1071,63.38,product_1071_v1.jpg,2025-07-01
1072,Product 1072,200.69,product_1072_v1.jpg,2025-07-01
1073,Product 1073,236.84,product_1073_v1.jpg,2025-07-01
1074,Product 1074,191.97,product_1074_v1.jpg,2025-07-01
1075,Product 1075,250.1,product_1075_v1.jpg,2025-07-01
1076,Product 1076,118.54,product_1076_v1.jpg,2025-07-01
1077,Product 1077,310.33,product_1077_v1.jpg,2025-07-01
1078,Product 1078,184.41,product_1078_v1.jpg,2025-07-01
1079,Product 1079,335.07,product_1079_v1.jpg,2025-07-01
1080,Product 1080,272.05,product_1080_v1.jpg,2025-07-01
1081,Product 1081,491.94,product_1081_v1.jpg,2025-07-01
1082,Product 1082,483.38,product_1082_v1.jpg,2025-07-01
1083,Product 1083,73.5,product_1083_v1.jpg,2025-07-01
1084,Product 1084,468.22,product_1084_v1.jpg,2025-07-01
1085,Product 1085,403.48,product_1085_v1.jpg,2025-07-01
1086,Product 1086,183.26,product_1086_v1.jpg,2025-07-01
1087,Product 1087,451.54,product_1087_v1.jpg,2025-07-01
1088,Product 1088,497.35,product_1088_v1.jpg,2025-07-01
1089,Product 1089,385.44,product_1089_v1.jpg,2025-07-01
1090,Product 1090,319.91,product_1090_v1.jpg,2025-07-01
1091,Product 1091,459.26,product_1091_v1.jpg,2025-07-01
1092,Product 1092,151.38,product_1092_v1.jpg,2025-07-01
1093,Product 1093,308.31,product_1093_v1.jpg,2025-07-01
1094,Product 1094,116.28,product_1094_v1.jpg,2025-07-01
1095,Product 1095,208.39,product_1095_v1.jpg,2025-07-01
1096,Product 1096,243.98,product_1096_v1.jpg,2025-07-01
1097,Product 1097,197.15,product_1097_v1.jpg,2025-07-01
1098,Product 1098,481.19,product_1098_v1.jpg,2025-07-01
1099,Product 1099,462.62,product_1099_v1.jpg,2025-07-01
1100,Product 1100,344.71,product_1100_v1.jpg,2025-07-01
